auc_order,run_id,model,structure_variant,status,checkpoint_epoch,low_snr_pd,low_snr_fa,low_snr_auc,all_pd,all_fa,all_auc,parameters_m,pixel_iou,pixel_f1,elapsed_seconds,delta_pd_vs_baseline,delta_fa_vs_baseline,delta_auc_vs_baseline
8,brtd3_raw_apmd_rms,DeepPro-Plus_BRTD3,raw_apmd_rms,done,30,67.29678638941398,2.380015473902522,0.9708380539847181,77.21226142278775,2.3407309096653215,0.9788130217454378,0.073377,0.5189513682664367,0.6833021505602388,12.056861639022827,2.08212839791787,0.9326644954882166,0.0019217343971440481
12,brtd3_raw_apmd_channel_rms,DeepPro-Plus_BRTD3,raw_apmd_channel_rms,done,18,67.67485822306239,2.783021288972278,0.9823632608237297,77.38577212261423,2.271952571667406,0.9777884472359601,0.073377,0.517337603653026,0.681901776384535,13.409508466720581,2.25563909774435,0.8638861574903012,0.0008971598876663656
1,brtd3_raw_apmd_motion_detrend,DeepPro-Plus_BRTD3,raw_apmd_motion_detrend,done,30,68.05293005671076,3.178423220738831,0.9750922017745918,77.84846732215154,2.7322383721149945,0.9820305999069893,0.073377,0.511029295578801,0.6763989249898041,10.686104774475098,2.7183342972816575,1.3241719579378897,0.005139312558695486
7,brtd3_raw_apmd_multiscale_contrast,DeepPro-Plus_BRTD3,raw_apmd_multiscale_contrast,done,18,64.27221172022685,2.1842154788450463,0.9796800387422885,78.13765182186235,2.148000402088745,0.9791537798330794,0.073401,0.5278524959339422,0.6909731107403503,15.153732776641846,3.0075187969924713,0.7399339879116402,0.0022624924847856054
19,brtd3_raw_apmd_hybrid_rms,DeepPro-Plus_BRTD3,raw_apmd_hybrid_rms,done,18,61.81474480151229,1.9351883006651496,0.9648936387597645,75.0722961249277,1.8093993534836228,0.9745832220903816,0.073409,0.5116871873797615,0.676974961025739,12.448243141174316,-0.057836899942174114,0.4013329393065179,-0.002308065257912162
18,brtd3_raw_apmd_hybrid_rms_scratch_init,DeepPro-Plus_BRTD3,raw_apmd_hybrid_rms_scratch_init,done,26,65.40642722117202,2.6214387687792153,0.9703068565613625,78.25332562174667,2.428404395464862,0.9750888555199095,0.073409,0.5240635767478048,0.6877187864644108,10.358659267425537,3.123192596876791,1.0203379812877573,-0.0018024318283842433
21,brtd3_raw_apmd_hybrid_rms_scratch_bandpass,DeepPro-Plus_BRTD3,raw_apmd_hybrid_rms_scratch_bandpass,done,18,67.48582230623819,2.098671791684013,0.9639681523170518,77.15442452284557,2.2160229341745956,0.9690772276706399,0.073985,0.519275504147081,0.683583066704681,10.974505186080933,2.024291497975696,0.8079565199974907,-0.007814059677653917
4,brtd3_raw_apmd_hybrid_rms_scratch_detail,DeepPro-Plus_BRTD3,raw_apmd_hybrid_rms_scratch_detail,done,30,58.034026465028354,3.182225162390433,0.9717473826785039,74.26257952573742,2.670262287325664,0.9814588113542535,0.074257,0.510339224673115,0.6757941743631382,17.01552104949951,-0.8675534991324554,1.262195873148559,0.004567524005959722
9,brtd3_raw_apmd_hybrid_rms_motion_detrend,DeepPro-Plus_BRTD3,raw_apmd_hybrid_rms_motion_detrend,done,16,64.27221172022685,1.9142776215813417,0.9639495686742113,75.36148062463852,1.6280059345880216,0.978519892347587,0.073409,0.5204797168883938,0.6846256626869531,10.2840735912323,0.2313475997686396,0.2199395204109167,0.0016286049992931817
3,brtd3_raw_apmd_hybrid_rms_multiscale_contrast,DeepPro-Plus_BRTD3,raw_apmd_hybrid_rms_multiscale_contrast,done,16,71.07750472589792,2.6784678935532376,0.9745815657044711,79.17871602082128,2.238697111536546,0.9815818505242787,0.073433,0.5287523289228534,0.6917436119890108,10.707310914993286,4.048582995951406,0.8306306973594411,0.00469056317598493
15,brtd3_raw_apmd_hybrid_rms_motion_detrend_multiscale_contrast,DeepPro-Plus_BRTD3,raw_apmd_hybrid_rms_motion_detrend_multiscale_contrast,done,14,63.70510396975425,2.5625086731793925,0.9642303502584025,76.8074031231926,2.414044083135627,0.9759828954307169,0.073433,0.5102530471224287,0.6757186129763393,10.75387191772461,1.6772700983227224,1.005977668958522,-0.0009083919175768562
17,brtd3_second_order,DeepPro-Plus_BRTD3,second_order,done,24,69.56521739130434,2.94270283833954,0.969180234001459,79.69924812030075,2.727703536642604,0.9751497077816323,0.072202,0.5078302916861644,0.6735907807214457,10.93634581565857,4.569115095430874,1.3196371224654992,-0.001741579566661433
27,brtd3_lfp_shallow,DeepPro-Plus_BRTD3,lfp_shallow,done,20,79.77315689981096,37967.949631877,0.7579199585668854,88.66396761133603,37967.3809284471,0.779156766451067,0.071418,0.0008260608333507859,0.0016507580401392738,9.100947618484497,13.533834586466156,37965.97286203292,-0.19773452089722676
20,brtd3_lfp_deep,DeepPro-Plus_BRTD3,lfp_deep,done,30,57.46691871455577,2.0169300461745814,0.9560673608904317,75.2458068247542,1.8910263919866432,0.9730008628418427,0.071802,0.5199397078395843,0.6841583322783474,10.174354791641235,0.1156737998843198,0.48295997780953837,-0.003890424506451051
6,brtd3_global_align,DeepPro-Plus_BRTD3,global_align,done,30,59.35727788279773,1.298363074021903,0.9632294010774365,75.59282822440717,1.9167237929968535,0.9795268753914056,0.07318,0.5233748814080544,0.6871255234618275,9.671799182891846,0.46269519953729343,0.5086573788197486,0.002635588043111814
11,brtd3_local_align,DeepPro-Plus_BRTD3,local_align,done,18,72.2117202268431,2.6518543019920275,0.974215330558541,80.45112781954887,2.4624156615077872,0.9781707801850764,0.07318,0.5157543611858219,0.680524990582684,10.506948947906494,5.320994794678995,1.0543492473306824,0.0012794928367826364
5,brtd3_multiscale_head,DeepPro-Plus_BRTD3,multiscale_head,done,30,57.088846880907376,2.3115805241736957,0.973815836580445,74.37825332562174,2.13968653705603,0.9806064388769382,0.072194,0.5001101911028555,0.6667646071188718,11.176060914993286,-0.7518796992481356,0.7316201228789252,0.0037151515286444337
23,brtd3_bidirectional,DeepPro-Plus_BRTD3,bidirectional,done,32,52.93005671077504,2.573914498134197,0.9451532128223479,72.93233082706767,2.5228801344729876,0.9671124551210679,0.071798,0.5166520458675355,0.6813059689930487,10.34573483467102,-2.197802197802204,1.1148137202958828,-0.009778832227225864
13,brtd3_tdc_dual_stream,DeepPro-Plus_BRTD3,tdc_dual_stream,done,22,67.29678638941398,2.879970801088116,0.9641719302266948,77.32793522267207,2.693692270599679,0.9774614169704372,0.072106,0.5088811384339176,0.6745145465362371,12.49318265914917,2.19780219780219,1.2856258564225742,0.0005701296221434227
